id,name,url,category,subcategory,special_tools
244,red bean stew,https://cooking.nytimes.com/recipes/1013868-red-bean-stew,sides,beans,
245,slow baked beans with kale,https://cooking.nytimes.com/recipes/1013464-slow-baked-beans-with-kale,sides,beans,
246,spicy chickpeas with ginger,https://cooking.nytimes.com/recipes/1335-spicy-chickpeas-with-ginger,sides,beans,
247,vegetarian skillet chili,https://cooking.nytimes.com/recipes/1017704-vegetarian-skillet-chili,sides,beans,
248,farro e pepe,https://cooking.nytimes.com/recipes/1020356-farro-e-pepe,sides,grain,
249,baked broccoli rabe with parmesan,https://cooking.nytimes.com/recipes/1016227-baked-broccoli-rabe-with-parmesan,sides,green,
250,brussels sprout leaf and baby spinach saute,https://cooking.nytimes.com/recipes/12955-brussels-sprout-leaf-and-baby-spinach-saute,sides,green,
251,creamed spinach,https://cooking.nytimes.com/recipes/1154-creamed-spinach,sides,green,food proccessor
252,garlicky swiss chard,https://cooking.nytimes.com/recipes/11324-garlicky-swiss-chard,sides,green,
253,green beans and shallots,https://cooking.nytimes.com/recipes/11356-french-green-beans-and-shallots,sides,green,
254,provencal spinach gratin,https://cooking.nytimes.com/recipes/12381-provencal-spinach-gratin,sides,green,
255,roasted brussels sprouts with garlic,https://cooking.nytimes.com/recipes/1890-roasted-brussels-sprouts-with-garlic,sides,green,
256,sauteed beet greens with garlic and olive oil,https://cooking.nytimes.com/recipes/1016422-sauteed-beet-greens-with-garlic-and-olive-oil,sides,green,
257,sauteed collards,https://cooking.nytimes.com/recipes/5809-sauteed-collards,sides,green,
258,sauteed kale,https://cooking.nytimes.com/recipes/12874-sauteed-kale,sides,green,
259,sauteed spinach,https://cooking.nytimes.com/recipes/3869-sauteed-spinach,sides,green,
260,smoky kale,https://cooking.nytimes.com/recipes/1015650-smoky-quick-cooked-kale,sides,green,
261,spicy stir fried cabbage,https://cooking.nytimes.com/recipes/1013335-spicy-stir-fried-cabbage,sides,green,
262,spicy stir fried collard greens with red or green cabbage,https://cooking.nytimes.com/recipes/12461-spicy-stir-fried-collard-greens-with-red-or-green-cabbage,sides,green,
263,stir fried bok choy,https://cooking.nytimes.com/recipes/1013848-stir-fried-bok-choy-or-sturdy-greens,sides,green,
264,stir fried garlic green beans,https://cooking.nytimes.com/recipes/1019217-stir-fried-garlic-green-beans,sides,green,
265,swiss chard with scallions,https://cooking.nytimes.com/recipes/764-swiss-chard-with-scallions,sides,green,
266,machuca,https://cooking.nytimes.com/recipes/1018304-machuca,sides,mash,
267,slow cooker pumpkin parmesan polenta,https://cooking.nytimes.com/recipes/1019723-slow-cooker-pumpkin-parmesan-polenta,sides,polenta,slow cooker
268,creamy potato gratin,https://cooking.nytimes.com/recipes/1015410-creamy-potato-gratin,sides,potato,
269,crushed sour cream potatoes,https://cooking.nytimes.com/recipes/1020602-crushed-sour-cream-potatoes,sides,potato,
270,potatoes au gratin,https://cooking.nytimes.com/recipes/12831-potatoes-au-gratin,sides,potato,
271,black and brown rice stuffing,https://cooking.nytimes.com/recipes/1019017-black-and-brown-rice-stuffing-with-walnuts-and-pears,sides,rice,
272,corn risotto,https://cooking.nytimes.com/recipes/1016753-corn-risotto,sides,rice,
273,one pot rice and beans,https://cooking.nytimes.com/recipes/1019793-one-pot-rice-and-beans,sides,rice,
274,tomato risotto,https://cooking.nytimes.com/recipes/1020378-tomato-risotto,sides,rice,
275,avocado fattoush,https://cooking.nytimes.com/recipes/1016293-avocado-fattoush-with-mint-vinaigrette,sides,salad,
276,beet and goat cheese salad,https://cooking.nytimes.com/recipes/8852-beet-and-goat-cheese-salad,sides,salad,
277,citrus rice salad with parmesan,https://cooking.nytimes.com/recipes/1017656-citrus-rice-salad-with-parmesan,sides,salad,
278,corn salad,https://cooking.nytimes.com/recipes/1015537-corn-salad-with-tomatoes-feta-and-mint,sides,salad,
279,cucumber yogurt salad with sour cherries and rose petals,https://cooking.nytimes.com/recipes/1017471-cucumber-yogurt-salad-with-dill-sour-cherries-and-rose-petals,sides,salad,
280,curried carrot salad,https://cooking.nytimes.com/recipes/1020192-curried-carrot-salad,sides,salad,
281,fennel and celery salad,https://cooking.nytimes.com/recipes/1020499-fennel-and-celery-salad-with-lemon-and-parmesan,sides,salad,
282,kale salad with apples and cheddar,https://cooking.nytimes.com/recipes/1013732-kale-salad-with-apples-and-cheddar,sides,salad,
283,lemon garlic kale salad,https://cooking.nytimes.com/recipes/1015707-lemon-garlic-kale-salad,sides,salad,
284,lentil salad with roasted vegetables,https://cooking.nytimes.com/recipes/1017128-lentil-salad-with-roasted-vegetables,sides,salad,
285,persimmon salad with pomegranate and walnuts,https://cooking.nytimes.com/recipes/1017061-persimmon-salad-with-pomegranate-and-walnuts,sides,salad,
286,salad e shirazi,https://cooking.nytimes.com/recipes/1020212-salad-e-shirazi-persian-cucumber-tomato-and-onion-salad,sides,salad,
287,tofu and herb salad with sesame,https://cooking.nytimes.com/recipes/1020751-tofu-and-herb-salad-with-sesame,sides,salad,
288,tomato fig and blue cheese salad,https://cooking.nytimes.com/recipes/12663-tomato-fresh-fig-and-blue-cheese-salad,sides,salad,
289,tomato salad on cumin spiced yogurt,https://cooking.nytimes.com/recipes/1019614-tomato-salad-on-cumin-spiced-yogurt,sides,salad,
290,cream cheese sandwiches with dates pecans and rosemary,https://cooking.nytimes.com/recipes/1020680-cream-cheese-sandwiches-with-dates-pecans-and-rosemary,sides,sandwich,
291,celery toasts,https://cooking.nytimes.com/recipes/1018356-celery-toasts,sides,snack,
292,cheesy cauliflower toasts,https://cooking.nytimes.com/recipes/1020188-cheesy-cauliflower-toasts,sides,snack,
293,matar kachori,https://cooking.nytimes.com/recipes/1020911-matar-kachori-fried-pea-filled-pastries,sides,snack,
294,rice cakes,https://cooking.nytimes.com/recipes/1016676-rice-cakes,sides,snack,
295,ash reshteh,https://cooking.nytimes.com/recipes/1020205-ash-reshteh-persian-greens-bean-and-noodle-soup,sides,soup,
296,best black bean soup,https://cooking.nytimes.com/recipes/1018592-best-black-bean-soup,sides,soup,
297,best gazpacho,https://cooking.nytimes.com/recipes/1017577-best-gazpacho,sides,soup,
298,chickpea harissa soup,https://cooking.nytimes.com/recipes/1019897-chickpea-harissa-soup,sides,soup,
299,chickpea stew with orzo and mustard greens,https://cooking.nytimes.com/recipes/1015767-chickpea-stew-with-orzo-and-mustard-greens,sides,soup,
300,chickpea vegetable soup,https://cooking.nytimes.com/recipes/1013535-chickpea-vegetable-soup-with-parmesan-rosemary-and-lemon,sides,soup,
301,curried cauliflower soup,https://cooking.nytimes.com/recipes/12178-curried-cauliflower-soup,sides,soup,
302,easy pea soup,https://cooking.nytimes.com/recipes/5199-easy-pea-soup,sides,soup,
303,egg lemon soup,https://cooking.nytimes.com/recipes/1016510-egg-lemon-soup,sides,soup,
304,harira soup,https://cooking.nytimes.com/recipes/1018190-harira-soup,sides,soup,
305,lalabi,https://cooking.nytimes.com/recipes/1020874-lablabi-tunisian-chickpea-soup,sides,soup,
306,lemony carrot and cauliflower soup,https://cooking.nytimes.com/recipes/1015360-lemony-carrot-and-cauliflower-soup,sides,soup,
307,lemony spinach soup with farro,https://cooking.nytimes.com/recipes/1020759-lemony-spinach-soup-with-farro,sides,soup,
308,pan roasted asparagus soup,https://cooking.nytimes.com/recipes/5937-pan-roasted-asparagus-soup,sides,soup,
309,provencal greens soup,https://cooking.nytimes.com/recipes/1018496-provencal-greens-soup,sides,soup,
310,red lentil soup with lemon,https://cooking.nytimes.com/recipes/1016062-red-lentil-soup-with-lemon,sides,soup,
311,roasted tomato and white bean stew,https://cooking.nytimes.com/recipes/1020926-roasted-tomato-and-white-bean-stew,sides,soup,
312,saffron sweet potato and red pepper soup,https://cooking.nytimes.com/recipes/1012890-saffron-sweet-potato-and-red-pepper-soup,sides,soup,
313,seared broccoli and potato soup,https://cooking.nytimes.com/recipes/1017010-seared-broccoli-and-potato-soup,sides,soup,
314,spicy white bean stew with broccoli rabe,https://cooking.nytimes.com/recipes/1020754-spicy-white-bean-stew-with-broccoli-rabe,sides,soup,
315,sweet potato soup,https://cooking.nytimes.com/recipes/1016982-sweet-potato-soup,sides,soup,
316,tomato and white bean stew,https://cooking.nytimes.com/recipes/1020926-roasted-tomato-and-white-bean-stew,sides,soup,
317,tomato parmesan soup,https://cooking.nytimes.com/recipes/1019792-tomato-parmesan-soup,sides,soup,
318,vegan broccoli soup with cashew cream,https://cooking.nytimes.com/recipes/1019944-vegan-broccoli-soup-with-cashew-cream,sides,soup,
319,vegetarian borscht,https://cooking.nytimes.com/recipes/1019972-vegetarian-red-borscht,sides,soup,
320,vegetarian chili with winter vegetables,https://cooking.nytimes.com/recipes/1016032-vegetarian-chili-with-winter-vegetables,sides,soup,
321,vegetarian tortilla soup,https://cooking.nytimes.com/recipes/1019107-vegetarian-tortilla-soup,sides,soup,
322,winter tomato soup with bulgur,https://cooking.nytimes.com/recipes/1014581-winter-tomato-soup-with-bulgur,sides,soup,
323,wintertime tomato soup,https://cooking.nytimes.com/recipes/1018616-wintertime-tomato-soup,sides,soup,
324,aioli with roasted vegetables,https://cooking.nytimes.com/recipes/1016907-aioli-with-roasted-vegetables,sides,veg,
325,butter stewed radishes,https://cooking.nytimes.com/recipes/1017310-butter-stewed-radishes,sides,veg,
326,cauliflower gratin,https://cooking.nytimes.com/recipes/1014473-sicilian-cauliflower-and-black-olive-gratin,sides,veg,
327,cucumber raita,https://cooking.nytimes.com/recipes/1015024-cucumber-raita,sides,veg,grater
328,glazed grilled carrots,https://cooking.nytimes.com/recipes/1018129-glazed-grilled-carrots,sides,veg,
329,hot slaw,https://cooking.nytimes.com/recipes/1018884-hot-slaw-mexican-style,sides,veg,
330,roasted sweet potatoes and fresh figs,https://cooking.nytimes.com/recipes/12959-roasted-sweet-potatoes-and-fresh-figs,sides,veg,
331,slow roasted heirloom tomatoes,https://cooking.nytimes.com/recipes/7989-slow-roasted-heirloom-tomatoes-with-fresh-thyme,sides,veg,
332,turkish style braised eggplant,https://cooking.nytimes.com/recipes/1013767-turkish-style-braised-eggplant,sides,veg,
